Y,M,D,HH,temperature_2m (°C),precipitation (mm),rain (mm),cloudcover_low (%),windspeed_10m (km/h),winddirection_10m (°)
2019,10,9,16,13.3,0.2,0.2,22.0,19.5,25.0
2019,10,9,13,13.9,0.1,0.1,0.0,16.1,20.0
2019,10,9,13,13.9,0.1,0.1,0.0,16.1,20.0
2019,10,9,13,13.9,0.1,0.1,0.0,16.1,20.0
2019,10,9,13,13.9,0.1,0.1,0.0,16.1,20.0
2019,10,9,8,14.6,0.0,0.0,0.0,17.6,28.0
2019,10,9,8,14.6,0.0,0.0,0.0,17.6,28.0
2019,10,9,8,14.6,0.0,0.0,0.0,17.6,28.0
2019,10,9,12,13.9,0.0,0.0,2.0,17.1,28.0
2019,10,9,12,13.9,0.0,0.0,2.0,17.1,28.0
2019,10,9,12,13.9,0.0,0.0,2.0,17.1,28.0
2019,10,9,10,14.1,0.0,0.0,1.0,15.8,27.0
2019,10,9,10,14.1,0.0,0.0,1.0,15.8,27.0
2019,10,9,10,14.1,0.0,0.0,1.0,15.8,27.0
2019,10,9,3,14.9,0.0,0.0,1.0,16.3,31.0
2019,10,9,0,15.6,0.0,0.0,0.0,15.0,24.0
2019,10,9,19,12.5,0.9,0.9,10.0,19.1,16.0
2019,10,9,19,12.5,0.9,0.9,10.0,19.1,16.0
2019,10,9,14,13.1,0.5,0.5,0.0,16.8,23.0
2019,10,9,14,13.1,0.5,0.5,0.0,16.8,23.0
2019,10,9,14,13.1,0.5,0.5,0.0,16.8,23.0
2019,10,9,14,13.1,0.5,0.5,0.0,16.8,23.0
2019,10,9,21,12.4,0.6,0.6,41.0,19.1,20.0
2019,10,9,11,13.9,0.0,0.0,3.0,15.9,25.0
2019,10,9,2,15.3,0.0,0.0,0.0,16.0,31.0
2019,10,9,23,12.1,0.6,0.6,23.0,16.4,15.0
2019,10,10,13,14.1,0.0,0.0,0.0,20.2,1.0
2019,10,10,13,14.1,0.0,0.0,0.0,20.2,1.0
2019,10,10,14,15.3,0.0,0.0,1.0,22.8,6.0
2019,10,10,14,15.3,0.0,0.0,1.0,22.8,6.0
2019,10,10,7,11.7,0.2,0.2,2.0,17.6,11.0
2019,10,10,8,11.8,0.0,0.0,1.0,17.5,9.0
2019,10,10,17,19.3,0.0,0.0,0.0,21.4,13.0
2019,10,10,17,19.3,0.0,0.0,0.0,21.4,13.0
2019,10,10,17,19.3,0.0,0.0,0.0,21.4,13.0
2019,10,10,17,19.3,0.0,0.0,0.0,21.4,13.0
2019,10,10,10,12.7,0.0,0.0,0.0,15.5,360.0
2019,10,10,10,12.7,0.0,0.0,0.0,15.5,360.0
2019,10,10,12,13.2,0.0,0.0,6.0,19.1,2.0
2019,10,10,21,20.0,0.0,0.0,0.0,17.1,15.0
2019,10,10,18,19.9,0.0,0.0,0.0,21.3,11.0
2019,10,10,18,19.9,0.0,0.0,0.0,21.3,11.0
2019,10,10,20,20.3,0.0,0.0,0.0,19.2,8.0
2019,10,10,20,20.3,0.0,0.0,0.0,19.2,8.0
2019,10,10,20,20.3,0.0,0.0,0.0,19.2,8.0
2019,10,10,6,11.6,0.4,0.4,0.0,17.3,12.0
2019,10,10,6,11.6,0.4,0.4,0.0,17.3,12.0
2019,10,10,6,11.6,0.4,0.4,0.0,17.3,12.0
2019,10,10,16,18.0,0.0,0.0,0.0,21.3,12.0
2019,10,10,16,18.0,0.0,0.0,0.0,21.3,12.0
2019,10,10,15,16.7,0.0,0.0,2.0,21.9,9.0
2019,10,10,15,16.7,0.0,0.0,2.0,21.9,9.0
2019,10,10,22,19.1,0.0,0.0,0.0,16.1,27.0
2019,10,10,22,19.1,0.0,0.0,0.0,16.1,27.0
2019,10,10,22,19.1,0.0,0.0,0.0,16.1,27.0
2019,10,10,4,11.6,0.4,0.4,17.0,16.6,13.0
2019,10,10,19,19.9,0.0,0.0,0.0,20.4,8.0
2019,10,10,19,19.9,0.0,0.0,0.0,20.4,8.0
2019,10,10,19,19.9,0.0,0.0,0.0,20.4,8.0
2019,10,10,1,11.9,0.1,0.1,9.0,16.1,10.0
2019,10,11,20,17.2,0.0,0.0,100.0,19.8,27.0
2019,10,11,8,13.8,0.0,0.0,0.0,20.7,17.0
2019,10,11,8,13.8,0.0,0.0,0.0,20.7,17.0
2019,10,11,14,14.5,0.0,0.0,71.0,22.9,13.0
2019,10,11,14,14.5,0.0,0.0,71.0,22.9,13.0
2019,10,11,14,14.5,0.0,0.0,71.0,22.9,13.0
2019,10,11,14,14.5,0.0,0.0,71.0,22.9,13.0
2019,10,11,18,16.9,0.0,0.0,100.0,20.9,24.0
2019,10,11,0,17.0,0.0,0.0,0.0,17.4,27.0
2019,10,11,0,17.0,0.0,0.0,0.0,17.4,27.0
2019,10,11,10,12.6,0.0,0.0,1.0,18.1,13.0
2019,10,11,10,12.6,0.0,0.0,1.0,18.1,13.0
2019,10,11,10,12.6,0.0,0.0,1.0,18.1,13.0
2019,10,11,10,12.6,0.0,0.0,1.0,18.1,13.0
2019,10,11,10,12.6,0.0,0.0,1.0,18.1,13.0
2019,10,11,11,12.5,0.0,0.0,9.0,18.6,10.0
2019,10,11,11,12.5,0.0,0.0,9.0,18.6,10.0
2019,10,11,11,12.5,0.0,0.0,9.0,18.6,10.0
2019,10,11,6,14.5,0.0,0.0,0.0,21.1,23.0
2019,10,11,6,14.5,0.0,0.0,0.0,21.1,23.0
2019,10,11,13,13.4,0.0,0.0,25.0,20.0,7.0
2019,10,11,13,13.4,0.0,0.0,25.0,20.0,7.0
2019,10,11,13,13.4,0.0,0.0,25.0,20.0,7.0
2019,10,11,13,13.4,0.0,0.0,25.0,20.0,7.0
2019,10,11,9,12.9,0.0,0.0,0.0,20.8,14.0
2019,10,11,9,12.9,0.0,0.0,0.0,20.8,14.0
2019,10,11,9,12.9,0.0,0.0,0.0,20.8,14.0
2019,10,11,9,12.9,0.0,0.0,0.0,20.8,14.0
2019,10,11,9,12.9,0.0,0.0,0.0,20.8,14.0
2019,10,11,15,16.0,0.0,0.0,99.0,23.5,21.0
2019,10,11,15,16.0,0.0,0.0,99.0,23.5,21.0
2019,10,11,16,16.7,0.0,0.0,100.0,21.7,21.0
2019,10,11,16,16.7,0.0,0.0,100.0,21.7,21.0
2019,10,11,19,17.0,0.0,0.0,100.0,20.6,27.0
2019,10,11,19,17.0,0.0,0.0,100.0,20.6,27.0
2019,10,11,12,12.7,0.0,0.0,2.0,17.7,5.0
2019,10,11,12,12.7,0.0,0.0,2.0,17.7,5.0
2019,10,11,23,15.7,0.0,0.0,99.0,13.7,23.0
2019,10,11,23,15.7,0.0,0.0,99.0,13.7,23.0
2019,10,11,23,15.7,0.0,0.0,99.0,13.7,23.0
2019,10,11,21,17.0,0.0,0.0,99.0,20.5,28.0
2019,10,12,14,13.6,0.0,0.0,70.0,8.4,10.0
2019,10,12,14,13.6,0.0,0.0,70.0,8.4,10.0
2019,10,12,23,16.9,0.0,0.0,0.0,4.9,216.0
2019,10,12,23,16.9,0.0,0.0,0.0,4.9,216.0
2019,10,12,23,16.9,0.0,0.0,0.0,4.9,216.0
2019,10,12,12,12.4,0.0,0.0,90.0,6.9,332.0
2019,10,12,12,12.4,0.0,0.0,90.0,6.9,332.0
2019,10,12,19,17.6,0.0,0.0,0.0,4.6,309.0
2019,10,12,19,17.6,0.0,0.0,0.0,4.6,309.0
2019,10,12,19,17.6,0.0,0.0,0.0,4.6,309.0
2019,10,12,19,17.6,0.0,0.0,0.0,4.6,309.0
2019,10,12,10,12.3,0.0,0.0,99.0,8.0,350.0
2019,10,12,1,15.1,0.0,0.0,100.0,15.8,27.0
2019,10,12,1,15.1,0.0,0.0,100.0,15.8,27.0
2019,10,12,17,16.5,0.0,0.0,24.0,5.9,346.0
2019,10,12,17,16.5,0.0,0.0,24.0,5.9,346.0
2019,10,12,17,16.5,0.0,0.0,24.0,5.9,346.0
2019,10,12,18,16.7,0.0,0.0,0.0,4.8,347.0
2019,10,12,18,16.7,0.0,0.0,0.0,4.8,347.0
2019,10,12,16,15.6,0.0,0.0,61.0,6.0,343.0
2019,10,12,16,15.6,0.0,0.0,61.0,6.0,343.0
2019,10,12,16,15.6,0.0,0.0,61.0,6.0,343.0
2019,10,12,8,13.3,0.0,0.0,14.0,10.5,4.0
2019,10,12,8,13.3,0.0,0.0,14.0,10.5,4.0
2019,10,12,8,13.3,0.0,0.0,14.0,10.5,4.0
2019,10,12,11,12.4,0.0,0.0,96.0,6.8,342.0
2019,10,12,11,12.4,0.0,0.0,96.0,6.8,342.0
2019,10,12,15,15.0,0.0,0.0,65.0,6.8,360.0
2019,10,12,15,15.0,0.0,0.0,65.0,6.8,360.0
2019,10,12,15,15.0,0.0,0.0,65.0,6.8,360.0
2019,10,12,15,15.0,0.0,0.0,65.0,6.8,360.0
2019,10,12,9,12.9,0.0,0.0,35.0,10.3,348.0
2019,10,12,7,13.3,0.0,0.0,13.0,10.9,9.0
2019,10,12,7,13.3,0.0,0.0,13.0,10.9,9.0
2019,10,12,7,13.3,0.0,0.0,13.0,10.9,9.0
2019,10,12,0,15.3,0.0,0.0,100.0,13.7,18.0
2019,10,12,0,15.3,0.0,0.0,100.0,13.7,18.0
2019,10,12,0,15.3,0.0,0.0,100.0,13.7,18.0
2019,10,12,22,17.9,0.0,0.0,0.0,3.6,233.0
2019,10,12,13,12.9,0.0,0.0,73.0,8.4,350.0
2019,10,12,21,18.3,0.0,0.0,0.0,3.5,294.0
2019,10,12,21,18.3,0.0,0.0,0.0,3.5,294.0
2019,10,12,2,14.8,0.0,0.0,94.0,16.6,30.0
2019,10,13,15,15.5,0.0,0.0,3.0,6.1,357.0
2019,10,13,15,15.5,0.0,0.0,3.0,6.1,357.0
2019,10,13,15,15.5,0.0,0.0,3.0,6.1,357.0
2019,10,13,15,15.5,0.0,0.0,3.0,6.1,357.0
2019,10,13,2,15.9,0.0,0.0,1.0,8.3,272.0
2019,10,13,2,15.9,0.0,0.0,1.0,8.3,272.0
2019,10,13,12,11.6,0.0,0.0,6.0,8.6,327.0
2019,10,13,12,11.6,0.0,0.0,6.0,8.6,327.0
2019,10,13,12,11.6,0.0,0.0,6.0,8.6,327.0
2019,10,13,12,11.6,0.0,0.0,6.0,8.6,327.0
2019,10,13,0,16.6,0.0,0.0,0.0,6.4,227.0
2019,10,13,0,16.6,0.0,0.0,0.0,6.4,227.0
2019,10,13,13,12.5,0.0,0.0,5.0,8.6,345.0
2019,10,13,13,12.5,0.0,0.0,5.0,8.6,345.0
2019,10,13,13,12.5,0.0,0.0,5.0,8.6,345.0
2019,10,13,13,12.5,0.0,0.0,5.0,8.6,345.0
2019,10,13,13,12.5,0.0,0.0,5.0,8.6,345.0
2019,10,13,20,17.6,0.0,0.0,0.0,4.4,145.0
2019,10,13,20,17.6,0.0,0.0,0.0,4.4,145.0
2019,10,13,17,16.2,0.0,0.0,0.0,2.3,39.0
2019,10,13,17,16.2,0.0,0.0,0.0,2.3,39.0
2019,10,13,17,16.2,0.0,0.0,0.0,2.3,39.0
2019,10,13,17,16.2,0.0,0.0,0.0,2.3,39.0
2019,10,13,6,14.3,0.0,0.0,6.0,12.3,308.0
2019,10,13,6,14.3,0.0,0.0,6.0,12.3,308.0
2019,10,13,16,15.8,0.0,0.0,0.0,4.0,10.0
2019,10,13,16,15.8,0.0,0.0,0.0,4.0,10.0
2019,10,13,16,15.8,0.0,0.0,0.0,4.0,10.0
2019,10,13,16,15.8,0.0,0.0,0.0,4.0,10.0
2019,10,13,11,11.6,0.0,0.0,9.0,7.2,323.0
2019,10,13,22,16.5,0.0,0.0,33.0,6.9,152.0
2019,10,13,22,16.5,0.0,0.0,33.0,6.9,152.0
2019,10,13,14,13.4,0.0,0.0,15.0,8.3,358.0
2019,10,13,14,13.4,0.0,0.0,15.0,8.3,358.0
2019,10,13,14,13.4,0.0,0.0,15.0,8.3,358.0
2019,10,13,14,13.4,0.0,0.0,15.0,8.3,358.0
2019,10,13,14,13.4,0.0,0.0,15.0,8.3,358.0
2019,10,13,14,13.4,0.0,0.0,15.0,8.3,358.0
2019,10,13,10,11.5,0.0,0.0,9.0,7.6,335.0
2019,10,13,3,15.3,0.0,0.0,0.0,10.0,291.0
2019,10,13,3,15.3,0.0,0.0,0.0,10.0,291.0
2019,10,14,13,14.3,0.0,0.0,99.0,2.5,315.0
2019,10,14,19,20.8,0.0,0.0,0.0,12.6,246.0
2019,10,14,19,20.8,0.0,0.0,0.0,12.6,246.0
2019,10,14,19,20.8,0.0,0.0,0.0,12.6,246.0
2019,10,14,19,20.8,0.0,0.0,0.0,12.6,246.0
2019,10,14,15,16.8,0.0,0.0,42.0,6.8,245.0
2019,10,14,0,15.1,0.0,0.0,17.0,9.3,167.0
2019,10,14,7,14.6,0.0,0.0,83.0,5.8,120.0
2019,10,14,16,17.7,0.0,0.0,1.0,7.9,240.0
2019,10,14,17,19.0,0.0,0.0,0.0,9.8,242.0
2019,10,14,12,14.1,0.0,0.0,100.0,5.0,339.0
2019,10,14,12,14.1,0.0,0.0,100.0,5.0,339.0
2019,10,14,14,14.9,0.0,0.0,93.0,3.6,270.0
2019,10,14,14,14.9,0.0,0.0,93.0,3.6,270.0
2019,10,14,4,14.7,0.0,0.0,74.0,8.1,159.0
2019,10,14,23,18.9,0.0,0.0,0.0,8.0,262.0
2019,10,15,8,12.5,0.0,0.0,0.0,5.3,332.0
2019,10,15,8,12.5,0.0,0.0,0.0,5.3,332.0
2019,10,15,8,12.5,0.0,0.0,0.0,5.3,332.0
2019,10,15,8,12.5,0.0,0.0,0.0,5.3,332.0
2019,10,15,8,12.5,0.0,0.0,0.0,5.3,332.0
2019,10,15,16,15.6,0.0,0.0,2.0,4.5,346.0
2019,10,15,16,15.6,0.0,0.0,2.0,4.5,346.0
2019,10,15,7,13.1,0.0,0.0,0.0,5.2,335.0
2019,10,15,7,13.1,0.0,0.0,0.0,5.2,335.0
2019,10,15,9,11.4,0.0,0.0,0.0,5.6,333.0
2019,10,15,9,11.4,0.0,0.0,0.0,5.6,333.0
2019,10,15,14,13.2,0.0,0.0,0.0,6.4,344.0
2019,10,15,22,16.4,0.0,0.0,0.0,5.5,157.0
2019,10,15,15,15.0,0.0,0.0,1.0,5.5,349.0
2019,10,15,15,15.0,0.0,0.0,1.0,5.5,349.0
2019,10,15,18,16.3,0.0,0.0,0.0,2.1,301.0
2019,10,15,18,16.3,0.0,0.0,0.0,2.1,301.0
2019,10,15,18,16.3,0.0,0.0,0.0,2.1,301.0
2019,10,15,13,11.4,0.0,0.0,0.0,6.9,321.0
2019,10,15,10,10.1,0.0,0.0,0.0,5.4,340.0
2019,10,15,10,10.1,0.0,0.0,0.0,5.4,340.0
2019,10,15,21,17.4,0.0,0.0,0.0,5.4,176.0
2019,10,15,21,17.4,0.0,0.0,0.0,5.4,176.0
2019,10,15,20,17.0,0.0,0.0,0.0,4.2,200.0
2019,10,15,20,17.0,0.0,0.0,0.0,4.2,200.0
2019,10,15,20,17.0,0.0,0.0,0.0,4.2,200.0
2019,10,15,11,9.8,0.0,0.0,0.0,5.6,315.0
2019,10,15,0,17.7,0.0,0.0,0.0,8.7,275.0
2019,10,15,23,14.6,0.0,0.0,0.0,9.0,157.0
2019,10,16,10,11.6,0.0,0.0,13.0,10.0,105.0
2019,10,16,10,11.6,0.0,0.0,13.0,10.0,105.0
2019,10,16,15,17.4,0.2,0.2,24.0,17.4,128.0
2019,10,16,15,17.4,0.2,0.2,24.0,17.4,128.0
2019,10,16,11,12.0,0.0,0.0,38.0,10.6,108.0
2019,10,16,11,12.0,0.0,0.0,38.0,10.6,108.0
2019,10,16,11,12.0,0.0,0.0,38.0,10.6,108.0
2019,10,16,14,15.7,0.0,0.0,35.0,15.3,120.0
2019,10,16,13,14.4,0.0,0.0,58.0,12.2,114.0
2019,10,16,13,14.4,0.0,0.0,58.0,12.2,114.0
2019,10,16,8,11.3,0.0,0.0,0.0,7.3,123.0
2019,10,16,8,11.3,0.0,0.0,0.0,7.3,123.0
2019,10,16,8,11.3,0.0,0.0,0.0,7.3,123.0
2019,10,16,9,11.1,0.0,0.0,0.0,10.1,117.0
2019,10,16,9,11.1,0.0,0.0,0.0,10.1,117.0
2019,10,16,18,18.0,0.2,0.2,4.0,21.0,129.0
2019,10,16,18,18.0,0.2,0.2,4.0,21.0,129.0
2019,10,16,18,18.0,0.2,0.2,4.0,21.0,129.0
2019,10,16,20,17.5,1.9,1.9,19.0,18.2,120.0
2019,10,16,20,17.5,1.9,1.9,19.0,18.2,120.0
2019,10,16,19,18.2,1.8,1.8,21.0,18.2,124.0
2019,10,16,19,18.2,1.8,1.8,21.0,18.2,124.0
2019,10,16,21,17.3,2.4,2.4,11.0,20.4,107.0
2019,10,16,21,17.3,2.4,2.4,11.0,20.4,107.0
2019,10,16,21,17.3,2.4,2.4,11.0,20.4,107.0
2019,10,16,21,17.3,2.4,2.4,11.0,20.4,107.0
2019,10,16,17,17.8,0.1,0.1,18.0,22.0,130.0
2019,10,16,17,17.8,0.1,0.1,18.0,22.0,130.0
2019,10,16,1,12.4,0.0,0.0,0.0,10.5,158.0
2019,10,16,1,12.4,0.0,0.0,0.0,10.5,158.0
2019,10,17,9,11.2,0.0,0.0,9.0,22.8,265.0
2019,10,17,9,11.2,0.0,0.0,9.0,22.8,265.0
2019,10,17,17,14.7,0.0,0.0,71.0,36.7,268.0
2019,10,17,2,16.6,3.3,3.3,100.0,5.2,205.0
2019,10,17,12,12.1,0.0,0.0,16.0,25.1,254.0
2019,10,17,12,12.1,0.0,0.0,16.0,25.1,254.0
2019,10,17,12,12.1,0.0,0.0,16.0,25.1,254.0
2019,10,17,12,12.1,0.0,0.0,16.0,25.1,254.0
2019,10,17,8,11.1,0.0,0.0,5.0,24.8,271.0
2019,10,17,16,14.1,0.0,0.0,99.0,36.4,268.0
2019,10,17,22,13.9,0.0,0.0,45.0,26.1,281.0
2019,10,17,22,13.9,0.0,0.0,45.0,26.1,281.0
2019,10,17,7,10.8,0.0,0.0,16.0,27.8,280.0
2019,10,17,7,10.8,0.0,0.0,16.0,27.8,280.0
2019,10,17,15,13.8,0.0,0.0,92.0,35.3,269.0
2019,10,17,19,14.7,0.0,0.0,93.0,39.0,282.0
2019,10,17,14,13.1,0.0,0.0,72.0,36.4,272.0
2019,10,17,18,14.9,0.0,0.0,98.0,41.3,276.0
2019,10,17,18,14.9,0.0,0.0,98.0,41.3,276.0
2019,10,17,10,11.9,0.0,0.0,64.0,24.3,262.0
2019,10,17,10,11.9,0.0,0.0,64.0,24.3,262.0
2019,10,17,10,11.9,0.0,0.0,64.0,24.3,262.0
2019,10,18,22,12.7,0.0,0.0,0.0,14.8,321.0
2019,10,18,18,14.6,0.0,0.0,57.0,21.2,312.0
2019,10,18,18,14.6,0.0,0.0,57.0,21.2,312.0
2019,10,18,19,14.5,0.0,0.0,87.0,20.6,313.0
2019,10,18,11,10.5,0.0,0.0,0.0,13.7,293.0
2019,10,18,11,10.5,0.0,0.0,0.0,13.7,293.0
2019,10,18,17,14.5,0.0,0.0,51.0,20.4,314.0
2019,10,18,10,10.7,0.0,0.0,0.0,14.0,293.0
2019,10,18,7,11.6,0.0,0.0,4.0,20.9,299.0
2019,10,18,7,11.6,0.0,0.0,4.0,20.9,299.0
2019,10,18,14,12.1,0.0,0.0,40.0,22.5,321.0
2019,10,18,21,13.7,0.0,0.0,11.0,17.9,320.0
2019,10,18,9,11.1,0.0,0.0,4.0,18.6,302.0
2019,10,18,9,11.1,0.0,0.0,4.0,18.6,302.0
2019,10,18,23,11.9,0.0,0.0,0.0,13.2,317.0
2019,10,18,13,11.4,0.0,0.0,6.0,17.5,307.0
2019,10,18,15,13.0,0.0,0.0,73.0,22.6,323.0
2019,10,18,15,13.0,0.0,0.0,73.0,22.6,323.0
2019,10,18,12,10.7,0.0,0.0,4.0,13.9,295.0
2019,10,18,12,10.7,0.0,0.0,4.0,13.9,295.0
2019,10,18,12,10.7,0.0,0.0,4.0,13.9,295.0
2019,10,18,5,12.4,0.0,0.0,60.0,20.9,289.0
2019,10,18,0,13.3,0.0,0.0,95.0,24.7,278.0
2019,10,18,0,13.3,0.0,0.0,95.0,24.7,278.0
2019,10,19,22,14.8,0.0,0.0,0.0,5.0,180.0
2019,10,19,13,7.6,0.0,0.0,0.0,6.2,277.0
2019,10,19,17,13.3,0.0,0.0,0.0,5.4,262.0
2019,10,19,19,14.6,0.0,0.0,0.0,7.0,249.0
2019,10,19,19,14.6,0.0,0.0,0.0,7.0,249.0
2019,10,19,19,14.6,0.0,0.0,0.0,7.0,249.0
2019,10,19,15,11.5,0.0,0.0,0.0,5.1,266.0
2019,10,19,15,11.5,0.0,0.0,0.0,5.1,266.0
2019,10,19,20,15.3,0.0,0.0,0.0,6.8,245.0
2019,10,19,20,15.3,0.0,0.0,0.0,6.8,245.0
2019,10,19,14,9.3,0.0,0.0,0.0,5.4,274.0
2019,10,19,10,6.1,0.0,0.0,0.0,3.3,319.0
2019,10,19,21,15.6,0.0,0.0,0.0,5.9,227.0
2019,10,19,21,15.6,0.0,0.0,0.0,5.9,227.0
2019,10,19,18,14.2,0.0,0.0,0.0,7.0,249.0
2019,10,19,18,14.2,0.0,0.0,0.0,7.0,249.0
2019,10,19,1,10.9,0.0,0.0,1.0,9.4,302.0
2019,10,19,1,10.9,0.0,0.0,1.0,9.4,302.0
2019,10,19,2,10.1,0.0,0.0,0.0,10.0,300.0
2019,10,19,9,6.8,0.0,0.0,0.0,7.4,337.0
2019,10,19,8,7.3,0.0,0.0,0.0,8.5,324.0
2019,10,20,16,13.3,0.0,0.0,50.0,7.1,131.0
2019,10,20,2,11.3,0.0,0.0,0.0,6.4,207.0
2019,10,20,19,13.7,2.9,2.9,2.0,8.9,63.0
2019,10,20,17,13.7,0.0,0.0,63.0,4.2,149.0
2019,10,20,17,13.7,0.0,0.0,63.0,4.2,149.0
2019,10,20,20,13.2,2.5,2.5,1.0,9.8,73.0
2019,10,20,20,13.2,2.5,2.5,1.0,9.8,73.0
2019,10,20,20,13.2,2.5,2.5,1.0,9.8,73.0
2019,10,20,20,13.2,2.5,2.5,1.0,9.8,73.0
2019,10,20,3,10.6,0.0,0.0,0.0,7.1,210.0
2019,10,20,3,10.6,0.0,0.0,0.0,7.1,210.0
2019,10,20,3,10.6,0.0,0.0,0.0,7.1,210.0
2019,10,20,22,12.7,1.5,1.5,100.0,10.0,49.0
2019,10,20,13,9.7,0.0,0.0,0.0,7.0,78.0
2019,10,20,4,10.2,0.0,0.0,0.0,7.9,210.0
2019,10,20,21,13.0,2.0,2.0,6.0,12.8,74.0
2019,10,20,14,11.1,0.0,0.0,2.0,6.8,90.0
2019,10,20,6,9.8,0.0,0.0,0.0,6.8,205.0
2019,10,20,6,9.8,0.0,0.0,0.0,6.8,205.0
2019,10,20,11,8.3,0.0,0.0,0.0,5.4,42.0
2019,10,20,1,12.0,0.0,0.0,0.0,6.2,201.0
2019,10,20,1,12.0,0.0,0.0,0.0,6.2,201.0
2019,10,20,1,12.0,0.0,0.0,0.0,6.2,201.0
2019,10,20,15,12.6,0.0,0.0,11.0,7.0,111.0
2019,10,20,9,8.0,0.0,0.0,0.0,1.5,45.0
2019,10,21,10,10.4,0.0,0.0,4.0,13.0,5.0
2019,10,21,15,15.1,0.0,0.0,1.0,13.2,17.0
2019,10,21,15,15.1,0.0,0.0,1.0,13.2,17.0
2019,10,21,14,13.1,0.0,0.0,2.0,14.0,18.0
2019,10,21,17,16.7,0.0,0.0,1.0,12.4,26.0
2019,10,21,19,17.5,0.0,0.0,0.0,10.0,60.0
2019,10,21,9,10.9,0.0,0.0,0.0,14.6,10.0
2019,10,21,9,10.9,0.0,0.0,0.0,14.6,10.0
2019,10,21,6,11.8,0.0,0.0,0.0,15.5,18.0
2019,10,21,13,11.7,0.0,0.0,9.0,13.4,14.0
2019,10,21,16,15.6,0.0,0.0,0.0,13.4,20.0
2019,10,22,21,15.2,0.0,0.0,100.0,15.7,110.0
2019,10,22,19,15.3,0.0,0.0,100.0,18.1,111.0
2019,10,22,19,15.3,0.0,0.0,100.0,18.1,111.0
2019,10,22,19,15.3,0.0,0.0,100.0,18.1,111.0
2019,10,22,14,13.7,0.0,0.0,100.0,10.1,88.0
2019,10,22,20,15.2,0.0,0.0,100.0,17.0,111.0
2019,10,22,20,15.2,0.0,0.0,100.0,17.0,111.0
2019,10,22,12,13.0,0.0,0.0,77.0,11.0,79.0
2019,10,22,2,13.7,0.0,0.0,1.0,6.0,155.0
2019,10,22,4,13.3,0.0,0.0,1.0,7.9,114.0
2019,10,22,9,12.9,0.0,0.0,24.0,5.6,45.0
2019,10,22,9,12.9,0.0,0.0,24.0,5.6,45.0
2019,10,22,9,12.9,0.0,0.0,24.0,5.6,45.0
2019,10,23,14,15.3,0.0,0.0,0.0,13.4,284.0
2019,10,23,18,18.2,0.0,0.0,3.0,19.5,282.0
2019,10,23,20,18.4,0.0,0.0,0.0,16.6,272.0
2019,10,23,12,12.9,0.0,0.0,0.0,13.2,296.0
2019,10,23,12,12.9,0.0,0.0,0.0,13.2,296.0
2019,10,23,21,17.8,0.0,0.0,0.0,14.5,264.0
2019,10,23,21,17.8,0.0,0.0,0.0,14.5,264.0
2019,10,23,17,17.9,0.0,0.0,8.0,19.7,285.0
2019,10,23,17,17.9,0.0,0.0,8.0,19.7,285.0
2019,10,23,13,14.1,0.0,0.0,0.0,12.6,283.0
2019,10,23,10,12.4,0.0,0.0,4.0,11.7,304.0
2019,10,23,10,12.4,0.0,0.0,4.0,11.7,304.0
2019,10,23,1,15.9,0.1,0.1,100.0,17.9,105.0
2019,10,23,19,18.3,0.0,0.0,0.0,18.6,280.0
2019,10,23,19,18.3,0.0,0.0,0.0,18.6,280.0
2019,10,23,7,16.2,0.0,0.0,89.0,13.9,287.0
2019,10,23,11,12.5,0.0,0.0,1.0,12.4,300.0
2019,10,23,16,17.3,0.0,0.0,9.0,18.1,291.0
2019,10,23,9,14.3,0.0,0.0,6.0,12.7,313.0
2019,10,23,8,15.6,0.0,0.0,52.0,15.5,316.0
2019,10,23,8,15.6,0.0,0.0,52.0,15.5,316.0
2019,10,24,20,18.8,0.0,0.0,0.0,11.5,200.0
2019,10,24,14,12.3,0.0,0.0,0.0,3.8,253.0
2019,10,24,13,9.4,0.0,0.0,0.0,5.4,262.0
2019,10,24,23,15.5,0.0,0.0,0.0,11.9,183.0
2019,10,24,23,15.5,0.0,0.0,0.0,11.9,183.0
2019,10,24,23,15.5,0.0,0.0,0.0,11.9,183.0
2019,10,24,2,12.4,0.0,0.0,0.0,11.2,272.0
2019,10,24,16,16.7,0.0,0.0,0.0,5.9,218.0
2019,10,24,16,16.7,0.0,0.0,0.0,5.9,218.0
2019,10,24,16,16.7,0.0,0.0,0.0,5.9,218.0
2019,10,24,12,7.4,0.0,0.0,0.0,7.2,267.0
2019,10,24,12,7.4,0.0,0.0,0.0,7.2,267.0
2019,10,24,8,9.7,0.0,0.0,0.0,6.6,292.0
2019,10,24,8,9.7,0.0,0.0,0.0,6.6,292.0
2019,10,24,8,9.7,0.0,0.0,0.0,6.6,292.0
2019,10,24,9,9.4,0.0,0.0,0.0,7.2,276.0
2019,10,24,22,17.0,0.0,0.0,0.0,10.4,178.0
2019,10,24,7,10.2,0.0,0.0,0.0,9.2,296.0
2019,10,24,21,18.4,0.0,0.0,0.0,10.5,186.0
2019,10,24,0,13.6,0.0,0.0,0.0,12.1,258.0
2019,10,25,20,16.6,0.0,0.0,24.0,7.3,200.0
2019,10,25,15,13.4,0.0,0.0,0.0,1.3,214.0
2019,10,25,15,13.4,0.0,0.0,0.0,1.3,214.0
2019,10,25,15,13.4,0.0,0.0,0.0,1.3,214.0
2019,10,25,10,8.2,0.0,0.0,0.0,5.5,293.0
